Claim Number,Claim Amount,Close Amount,Disposition
EJU6OJHN3C,42.29,42.29,Approve in Full
0EPQDFDII6,300.0,0.0,Deny
V2AN24LJXP,250.0,0.0,Deny
3MZ8VNY93T,65.0,0.0,Deny
RCBRFF7ED7,75.0,37.5,Settle
XNVG67FYC3,111.0,0.0,Deny
KKB8NEITEL,10.0,10.0,Approve in Full
P3DX4Z1HPP,60.0,0.0,Deny
3A38OZN16R,19.99,19.99,Approve in Full
YM7WYSSEQC,902.03,698.21,Settle
89BVPLFJBQ,388.21,293.15,Settle
EXDFYPTLG8,2400.0,0.0,Deny
AH0IUNYQGF,540.0,0.0,Deny
AVWX28PMYR,120.0,0.0,Deny
9RJMSK9WZ2,26.0,0.0,Deny
ATTMEK8310,150.0,50.0,Settle
FPB7Q70YYL,870.0,435.0,Settle
NLNI79QAOM,98.62,98.62,Approve in Full
7TPRQQECNC,31.95,31.95,Approve in Full
WSXIII5WF6,76.25,0.0,Deny
8A3XMVVGMT,20.0,20.0,Approve in Full
GUYO4MTIV5,383.4,383.4,Approve in Full
QGMTYVMWN7,625.3,0.0,Deny
S9YUQR9CI4,30.0,15.0,Settle
L32V26PZ1D,100.0,0.0,Deny
EPGRYW8NUM,440.0,220.0,Settle
DW4H4DVYI1,40.0,0.0,Deny
IST6XAFJJA,50.0,50.0,Approve in Full
2IEZUN0Q0N,349.95,0.0,Deny
6TLOQ8D11Z,9750.0,0.0,Deny
AOQ6OFRH35,306.16,0.0,Deny
IBMNFRT8BT,39.99,0.0,Deny
PFAJQKT0S9,24.99,24.99,Approve in Full
GQURI4WZMN,13.47,0.0,Deny
T9YFOHUSD0,8.63,0.0,Deny
3UUVNPPS4P,349.5,87.37,Settle
ORNPKYF086,200.0,0.0,Deny
911LGAQ5EE,439.0,0.0,Deny
6T4TI3XC00,10.21,10.21,Approve in Full
TE6D0KZ1I7,55.0,55.0,Approve in Full
VP39XNRHXC,34.67,34.67,Approve in Full
Z9X5FC8UY9,300.0,0.0,Deny
QGSMABBHSF,187.7,187.7,Approve in Full
R0SXAVMOVK,1025.0,1025.0,Deny
ROK2CQJ7EZ,250.0,0.0,Deny
1BFFXT9M1H,1051.0,1051.0,Approve in Full
JILK7IHF93,450.0,0.0,Deny
WI591MTOA5,199.0,0.0,Deny
KRMYKDKAPR,850.0,0.0,Deny
63ZKXIAC9K,9.95,9.95,Approve in Full
HDP8TI80CD,159.99,0.0,Deny
VA8NGB9TB3,31.78,31.78,Approve in Full
43VQCNOZH3,30.0,0.0,Deny
D27141HZ6H,336.37,0.0,Deny
A3CQMG3M7P,138.43,0.0,Deny
F30LDHMTKR,500.0,459.0,Settle
DXJXXAHJ8X,40.0,0.0,Deny
1KXK35OCP2,780.0,0.0,Deny
WM9AN3YO8C,15.0,15.0,Approve in Full
NCG7KPJH67,417.27,417.27,Approve in Full
QJ48ZYU6TX,40.0,40.0,Approve in Full
QAZD5HHGY1,654.0,0.0,Deny
12F4HJ7NX9,189.0,0.0,Deny
DPIF8B6U3Y,57.5,57.5,Approve in Full
55JH5UL4AM,460.0,0.0,Deny
JMCIPVE0U9,45.89,0.0,Deny
69B4XHLENK,850.0,297.5,Settle
K3XIYT7WF7,130.0,0.0,Deny
LUPPI3C274,40.0,20.0,Settle
0PLKDD5054,22.0,0.0,Deny
LSH008KJ8H,139.33,0.0,Deny
IAYXRWMNGB,867.8,0.0,Deny
IN7FS2UBJU,1220.99,0.0,Deny
NT8TLRUS2W,300.0,300.0,Approve in Full
FF1B1V9TD6,72.48,44.89,Settle
ZEQRLED5H2,530.0,233.36,Settle
H3XQC0UX5G,589.0,137.62,Settle
7UF7C5WI4S,114.0,114.0,Approve in Full
4UUG4QHI7S,20.0,0.0,Deny
Q4K8P601IH,180.2,50.0,Settle
XP2K3DAK8U,421.5,162.75,Settle
OMCUOMN4H2,83.0,0.0,Deny
VUQ513HVJ5,79.88,50.0,Settle
PVCX4NXPRS,49.95,49.95,Approve in Full
PADGQXHG9Z,58.82,0.0,Deny
NAZMW552CP,255.16,50.0,Approve in Full
QJBOWS7C69,49.0,49.0,Approve in Full
MXSRVC4C9R,140.73,70.36,Settle
JCVULSPMSY,35.0,35.0,Approve in Full
5MR4F1YWJY,134.5,0.0,Deny
RMZ20SW1JT,25.0,25.0,Approve in Full
HJN2T4D1XM,73.58,73.58,Approve in Full
KTR6YXSP9G,18.99,0.0,Deny
Y791FGPBPR,299.0,0.0,Deny
OJ81JIYFDD,280.0,140.0,Settle
EJ6XJCSBT9,40.25,40.25,Approve in Full
H5C8RM4PF0,30.0,30.0,Approve in Full
XDZAE25G6W,373.15,0.0,Deny
7903SJX8E2,600.0,0.0,Deny
WB9P8MB9MI,20.5,0.0,Deny
QWIA8O3BEH,14.92,14.92,Approve in Full
YOI7EIBOWX,675.0,509.1,Settle
U1X5GCZTDN,75.0,50.0,Settle
OWH3NQD602,1353.1,0.0,Deny
YDUAD7AFB8,3000.0,0.0,Deny
FCNXIZLZVH,25.0,0.0,Deny
F4KBPYBPY4,1685.45,0.0,Deny
NDN9QLKGQC,100.0,0.0,Deny
G5J25FCPT0,220.0,0.0,Deny
9JDZQS1TAY,217.5,108.75,Settle
S2G00YJJ1N,24.35,24.35,Approve in Full
JPD2MJ6I1S,86.0,0.0,Deny
O0H5CSU2IS,10.0,10.0,Approve in Full
KF60I7CIML,100.0,0.0,Deny
5RVDEUWEA2,600.0,0.0,Deny
BPGRVB4GLI,200.0,100.0,Settle
6W4EC3NLCX,100.0,100.0,Approve in Full
LG9KK3KXZ9,7.99,7.99,Approve in Full
4C44WJB6FZ,85.0,0.0,Deny
AYU3GZBX7Z,645.0,350.0,Settle
OYZ66KJ35R,299.0,285.0,Settle
M7BBS6729J,3800.0,0.0,Deny
S0X75OP03L,30.0,30.0,Approve in Full
GCBIR8AH7B,16.45,0.0,Deny
O5HZCR16J8,125.0,125.0,Approve in Full
X0T9FNSOQH,238.14,0.0,Deny
YIV4Y024MZ,330.0,0.0,Deny
WUQ5A83ZXV,40.0,0.0,Deny
2YM2J7VQOP,70.0,0.0,Deny
B1X88WD8SX,250.0,250.0,Approve in Full
RQLKY0PYAG,125.0,62.5,Settle
GZNUKWTM0Z,757.0,0.0,Deny
U7FPMCU7LH,15.0,15.0,Approve in Full
QUSNJ3D4CT,173.0,173.0,Approve in Full
E27YEJJ1WB,176.18,0.0,Deny
CW912F5VHG,63.59,0.0,Deny
O9YTX3EA97,49.99,49.99,Approve in Full
MS4H0EQIT3,10.28,0.0,Deny
MY7CK843VT,2799.0,0.0,Deny
GS7CIBOZD5,2594.0,0.0,Deny
CV6DG3Y73V,180.0,50.0,Settle
J4W54D39GI,79.0,79.0,Approve in Full
UE5LH4G5KD,45.0,45.0,Approve in Full
6LP6YCVY8K,65.0,65.0,Approve in Full
76UVDPNZJC,199.0,0.0,Deny
WHISVWT57Q,779.0,0.0,Deny
C0D3RJ9DR8,2685.67,0.0,Deny
ELHBA7JIIC,100.0,100.0,Approve in Full
C9Y3MFYIX4,10.0,0.0,Deny
TUCVSF59ZU,129.89,0.0,Deny
W35YYDD4BV,134.69,0.0,Deny
0QWQHDLJYD,698.0,698.0,Approve in Full
SKSTV2NH85,21.0,0.0,Deny
K2D1NDBTRQ,50.0,50.0,Approve in Full
G8V8WTMET6,20.0,20.0,Approve in Full
HIPDUOUD40,206.7,0.0,Deny
7WD06L27T9,479.99,0.0,Deny
CRREC8TVMV,15.0,15.0,Approve in Full
17UQLOVP60,25.0,0.0,Deny
U1TJJ5MVP8,545.0,0.0,Deny
FEF2EL34H6,42.38,42.38,Approve in Full
G62GRUJPEG,556.5,389.55,Settle
C2YBZZC9HN,155.0,155.0,Approve in Full
7EA73BURGF,150.0,0.0,Deny
I98TSMLNBK,250.0,250.0,Approve in Full
O84MFPOLUV,700.0,700.0,Approve in Full
AW3GC7N04N,2155.65,0.0,Deny
S3BZMLVMM1,1750.0,0.0,Deny
3IHT45H1P1,26.0,0.0,Deny
9LPLRN5V55,7200.0,0.0,Deny
UWSP9SSMOH,300.0,0.0,Deny
7F2UTYE83H,48.77,48.77,Approve in Full
GEUGNNYUY4,430.98,0.0,Deny
F35PARZ9B4,60.0,60.0,Approve in Full
138FXROOMB,250.0,0.0,Deny
84VM5535KV,80.99,80.99,Approve in Full
41E994AVOA,105.0,0.0,Deny
WUDA1J4JQK,1270.0,0.0,Deny
COSOAEE0TV,135.68,0.0,Deny
SZ4N6MDJG6,52.9,0.0,Deny
VHOL4FNAVX,34.9,0.0,Deny
5CB84GF3FF,42.65,42.65,Approve in Full
UVAX26UKNS,39.99,39.99,Approve in Full
RWLPO6FGMJ,70.0,70.0,Approve in Full
3RX5ND9H6A,4000.0,1795.0,Settle
8PQULA752B,125.0,70.0,Settle
Z3M6QAH4ES,250.0,125.0,Settle
B9YR783ICE,31.11,15.55,Settle
RQ6MBOZF68,300.0,0.0,Deny
J1MV1L169K,40.0,0.0,Deny
PSIPN638GZ,8.99,0.0,Deny
RRG1QQF1KA,950.0,950.0,Approve in Full
LD2Z7YCPPF,78.04,0.0,Deny
KQ72ERXZ8W,27.0,0.0,Deny
NMDWX5ACSW,239.0,239.0,Approve in Full
UBJ3HZP7FM,140.0,140.0,Approve in Full
VZ9EWHZB82,739.0,0.0,Deny
1HELL147WN,350.0,0.0,Deny
8PSCSEFZ8M,15.09,15.09,Approve in Full
202M0WZYVA,108.24,0.0,Deny
I9IICEYCZ5,2199.98,0.0,Deny
D78DN2YFTR,59.99,59.99,Approve in Full
TS62ENODP7,500.0,0.0,Deny
LGYXQYD46C,40.0,0.0,Deny
B5INLUQWO4,15.18,15.18,Approve in Full
D4AN58RJC1,192.64,96.32,Settle
3VON8LY94Q,110.0,0.0,Deny
M58M6NATAW,120.0,0.0,Deny
6Z1751X65O,2974.8,0.0,Deny
WTWTKT9QM8,10.6,10.6,Approve in Full
3IP10RKEUB,179.95,89.98,Settle
SVT7OB4F88,32.0,32.0,Approve in Full
VP75LC4ZVE,40.0,20.0,Settle
HT47GS8OAR,250.0,250.0,Approve in Full
HUTL2LVFT5,350.0,175.0,Settle
VH958FLOQ5,16.95,16.95,Approve in Full
XP5ET7349P,95.39,48.0,Settle
K38YVP3SH3,74.58,50.0,Settle
6RZU0PC411,45.0,0.0,Deny
UPS3RCYIQI,6.39,6.39,Approve in Full
4INUMND6ES,80.99,0.0,Deny
SIM322QN0A,142.0,0.0,Deny
6BRBKEEX2Q,776.37,388.19,Settle
WECSZ38JDD,10.83,10.83,Approve in Full
5TDT3BG40Y,350.0,175.0,Settle
S4D1I8PPP0,232.0,0.0,Deny
2CH4H7EMT9,42.96,42.96,Approve in Full
S4986QX06Z,35.0,35.0,Approve in Full
3FDG2HJXTX,21.74,0.0,Deny
SBJWM4U940,35.0,35.0,Approve in Full
LI1QLP64OH,300.0,300.0,Approve in Full
IODTYN70X2,99.95,99.95,Approve in Full
LIN1RBBUUZ,149.95,0.0,Deny
DGGA2H7HYL,1592.0,531.09,Settle
5W2VZ6220W,5.0,5.0,Approve in Full
PPFP06FEY4,342.0,0.0,Deny
8JST1S7HMY,1300.0,1045.3,Settle
VFNZ97HD4A,8.0,0.0,Deny
ESEJZMQRT1,43.4,21.7,Settle
0HT2UAC7TV,42.5,0.0,Deny
0K3JWWG2IQ,407.81,0.0,Deny
FGNK320S6E,4900.0,0.0,Deny
MXPQSF25UQ,200.0,0.0,Deny
2CL3MYLYJA,485.0,0.0,Deny
9FZP3PE9AI,650.0,0.0,Deny
FLP5PAFRJT,185.0,92.5,Settle
JKJR25564T,900.0,0.0,Deny
LYRU0MNM6C,221.56,0.0,Deny
D8VP98AV1J,100.0,100.0,Approve in Full
6ECC1G6QNN,89.0,0.0,Deny
2VM9CYO7VP,475.0,237.5,Settle
IR628MYFRD,2499.0,1240.0,Settle
U1U7XUB2KP,17000.0,0.0,Deny
AB4LEJGZQJ,220.0,154.0,Settle
QOVK2YFZCM,18.97,0.0,Deny
G6ULG8SKZF,53.12,53.12,Approve in Full
8JW7T2VYZU,100.0,100.0,Approve in Full
EWE1UUUINA,1500.0,0.0,Deny
I6PW15VDKG,300.0,0.0,Deny
7CLJ9Q0IS9,746.0,0.0,Deny
UI6GOYFYVX,275.0,0.0,Deny
LLCKXW5UBU,500.0,250.0,Settle
QWGSLNJ2MQ,124.99,124.99,Approve in Full
6XWQENY6F5,143.52,85.0,Settle
0VLOA408G4,100.0,0.0,Deny
Q1CWQA8U22,2800.0,2800.0,Approve in Full
7KAX70DEOV,1800.0,1784.56,Settle
48IUKP5B90,110.0,0.0,Deny
5HHRMY7XC5,313.99,157.0,Settle
LTKJCV1HNU,219.0,0.0,Deny
Q9YKLC0KQ9,100.0,100.0,Approve in Full
CTCQ3NPX4J,100.0,0.0,Deny
F0M32M8ZII,83.25,0.0,Deny
MG3BWN1C3L,397.24,0.0,Deny
DCJVELLMND,293.9,0.0,Deny
DXNC01KYVE,89.0,0.0,Deny
W16T3ZLRI9,2164.0,0.0,Deny
9A5I3J14E3,165.0,0.0,Deny
23B6CDU932,75.0,0.0,Deny
FWCELQMQYK,150.0,150.0,Approve in Full
MJ7BFELVTS,3318.67,0.0,Deny
LDS8DWC2EB,44.98,44.98,Approve in Full
QUVWMDP3V0,285.0,85.5,Settle
2LL2YJARZ9,63.0,63.0,Approve in Full
PIOOWBSVAO,700.0,0.0,Deny
PHE059T9AF,78.3,78.0,Approve in Full
QVFTNOKZMQ,4500.0,0.0,Deny
DELLKB6ZLW,250.0,125.0,Settle
ZNDH9ZHQ6A,1255.0,0.0,Deny
MZGUZSOL9J,218.75,0.0,Deny
LNVBC1V180,20.0,20.0,Approve in Full
T6UXW25HWU,200.0,0.0,Deny
9IQDJFCZA9,149.0,50.0,Settle
CJ4MM675RX,13.06,13.06,Approve in Full
YUDB5I9K4R,40.0,40.0,Approve in Full
HQYEMFDS7Q,211.98,158.98,Settle
7I3GM1CDEP,100.0,0.0,Deny
CU4BKWWM2F,10.75,0.0,Deny
K9I0TA2LYJ,115.0,65.0,Settle
YHXPIK5XON,200.0,0.0,Deny
8TSGD3WAIM,9.74,9.74,Approve in Full
F469WCPRWO,74.35,74.35,Approve in Full
0RJRZ6QF4I,250.0,0.0,Deny
9DEFRLUPFA,186.82,0.0,Deny
RNG2JW7LK5,30.0,30.0,Approve in Full
BDR8Y1YN04,229.65,229.65,Approve in Full
HLYSVASYW7,450.0,0.0,Deny
H9WDCG16B5,30.0,30.0,Approve in Full
0ZZIT3XBAI,60.0,30.0,Settle
CJ4S7YH46A,287.93,287.93,Approve in Full
3HOBJJM45B,9.0,9.0,Approve in Full
59YQF3WNC4,454.1,175.93,Settle
F0R3Q0K5TD,481.73,481.73,Approve in Full
NBLZUUFELV,500.0,0.0,Deny
RQVK1QM2E5,130.0,65.0,Settle
YO1AF9LM5M,187.06,0.0,Deny
B0JKQBIKVV,80.0,0.0,Deny
3I006OR7YV,1320.0,366.21,Settle
JH8DUSD54M,79.88,50.0,Settle
BJR8FK9W3P,195.0,0.0,Deny
CUH0JZBHQJ,150.0,0.0,Deny
GKQGUXQQUH,7.44,7.44,Approve in Full
CI3M1UXFO2,179.0,0.0,Deny
0WG741BMHC,2150.69,0.0,Deny
6HRCA01J0Q,150.0,150.0,Deny
CSDY2RPG8K,1649.99,0.0,Deny
ZZB4ELZNEP,80.0,70.0,Settle
JT213B4KTP,500.0,500.0,Approve in Full
RMGD6SZ6UU,2549.99,0.0,Deny
0GFVMXVYWC,2955.0,0.0,Deny
5OGIKIAQDG,69.95,0.0,Deny
G0ATDIHB34,90.93,90.93,Approve in Full
BVOUVHVEPQ,30.0,30.0,Approve in Full
2F56DVXUIG,1699.0,0.0,Deny
H5E8V5912L,4500.0,0.0,Deny
TZOSDOSBCH,1128.0,468.0,Settle
1AQRA16YKJ,317.4,0.0,Deny
2R91M8L4YB,500.0,179.0,Settle
3MIYWJTPGK,475.0,0.0,Deny
IYDOHD9MMB,260.0,260.0,Approve in Full
7H14K0OW1J,50.0,50.0,Approve in Full
5NBAXWCZNB,672.38,672.38,Approve in Full
3Q3WT2YMAQ,1226.0,0.0,Deny
413RCTOKZC,448.0,448.0,Approve in Full
OUL4UV1NY9,286.4,0.0,Deny
6YQP2KXP79,69.15,34.54,Settle
W0T90HBSZI,110.0,110.0,Approve in Full
UKD6KJDDZ2,150.0,0.0,Deny
ZX1QHOM2FK,1750.0,0.0,Deny
QXXFWRRXUN,303.69,0.0,Deny
S8WQC2Y7L4,55.0,55.0,Approve in Full
0WNG9ZUY9M,113.6,0.0,Deny
PUVO209A21,15.99,15.99,Approve in Full
6FNV5X4KUL,57.9,0.0,Deny
OMF43XN66U,69.99,0.0,Deny
LIN68OQOWO,2500.0,0.0,Deny
6LTXP81LPP,48.89,0.0,Deny
PPJXD9Q3MF,180.0,180.0,Approve in Full
4KGM9O0MOM,1500.0,262.74,Settle
16V6EY8ACN,830.98,0.0,Deny
UKYAQDBVM0,285.0,0.0,Deny
41UGB2N220,9.95,9.95,Approve in Full
4HMHR3FIQS,1044.1,0.0,Deny
8J4BW1FSUC,96.33,0.0,Deny
LGI6MWPYKH,11.0,0.0,Deny
8VO28OKME4,252.93,0.0,Deny
QJTM2T9TIH,64.05,36.0,Settle
F49FK7H4TH,213.95,0.0,Deny
2EGJZLYKSI,540.17,0.0,Deny
BTVII0WWGD,150.0,150.0,Approve in Full
7H1O063VZX,18.48,0.0,Deny
M3BNJ9BZY6,38.52,0.0,Deny
72LXH5CVS8,450.0,0.0,Deny
H2T5K3FQCZ,200.0,0.0,Deny
2CIZUKB5Q2,65.0,65.0,Approve in Full
0P405AUDPD,18.0,18.0,Approve in Full
1QN9P1FUIE,12.96,12.96,Approve in Full
RVW2Y3IFX5,59.99,59.99,Approve in Full
68VG1NODOU,28.0,0.0,Deny
D6TN1371SI,680.5,0.0,Deny
MUAHOV6MEO,34.0,0.0,Deny
O5ZFLCCNDG,10.95,10.95,Approve in Full
O3A04E50NM,85.0,85.0,Approve in Full
LOFA955IL0,146.97,50.0,Settle
81UJGR21J5,785.0,0.0,Deny
YY6IRELQ6K,600.0,0.0,Deny
J8O3H7IHVU,53.49,53.49,Approve in Full
GYX91642DI,270.0,0.0,Deny
8JLYI67WRX,150.0,0.0,Deny
IA181GWT6R,10.5,5.25,Settle
2R8HLK9F2Q,254.84,127.42,Settle
W1HJJI1JK5,2467.0,0.0,Deny
GNEELGGMJE,27.0,0.0,Deny
9GJM5FBVYD,498.49,0.0,Deny
6FCEYYR7DF,237.0,0.0,Deny
HEHQND7VSI,2252.0,1654.29,Settle
V7GE4G4A4X,72.0,0.0,Deny
G8R35SISBC,50.0,50.0,Approve in Full
NF7GSJASVH,12.95,12.95,Approve in Full
F1J00LPSQM,225.21,225.21,Approve in Full
2MHKSBQXLR,31.24,31.24,Approve in Full
WU4FAQRU0J,500.0,315.28,Settle
AWO462QC48,207.6,103.8,Settle
TPRQW3K6PH,642.17,321.09,Settle
R30FNBSBDP,249.99,0.0,Deny
SEXD2KQJS0,21.0,21.0,Approve in Full
K9WY9IQ3HN,156.22,0.0,Deny
TIYZYDJM5S,29.99,0.0,Deny
1I7R95HQ3A,960.0,0.0,Deny
9X7POJ22OV,100.0,50.0,Settle
NS2KJFZTVA,10.88,10.88,Approve in Full
M6LERS8AMJ,125.0,0.0,Deny
K4N9XSG1R9,315.0,0.0,Deny
3URLFGCJC1,299.99,0.0,Deny
EPFFNJPZ7L,10.0,10.0,Approve in Full
KQ92GU59HS,1825.0,0.0,Deny
L8FFSZQ90U,545.68,0.0,Deny
CJD6K0SI6T,80.0,0.0,Deny
LBRXFO6HAP,325.0,0.0,Deny
4BNSC4H282,350.0,250.0,Settle
ONEWKZ16GY,600.0,600.0,Approve in Full
HKAUFGR81Y,940.0,205.5,Settle
YOVN3OMFL0,995.0,0.0,Deny
R67P51WRCS,90.0,90.0,Approve in Full
XVICPBLZY3,77.17,77.17,Approve in Full
4XTNOSJ6PS,312.0,0.0,Deny
ZPZH3HJJ66,10.0,0.0,Deny
4Y5YFAFXKH,1075.0,0.0,Deny
MCM2KWSUX3,3621.82,0.0,Deny
KYZ3J858L7,558.95,279.47,Settle
0N97D2ZQPY,1999.0,0.0,Deny
6ORHN0YHX2,119.99,119.99,Approve in Full
J2XN6QYU1F,155.0,155.0,Approve in Full
XYGRSP3EUC,465.0,0.0,Deny
U2DT428SV2,100.0,0.0,Deny
8PCVLI8XFK,202.0,0.0,Deny
4MB5XO579Y,150.0,50.0,Settle
IJ30BI3AE6,1800.0,0.0,Deny
YQDUFNY5A9,47.85,47.85,Approve in Full
1EF5OEA17W,60.0,60.0,Approve in Full
CHJ7VKU63Z,515.0,410.33,Settle
CCDU9KE3Z5,60.0,60.0,Approve in Full
ITFQCHBAX5,2500.0,0.0,Deny
6P1K4JT3RL,10.78,10.78,Approve in Full
I080LMSCVS,30.0,0.0,Deny
W0FY41WEUZ,150.0,150.0,Approve in Full
R55HF5N5UT,313.96,0.0,Deny
QJSD5PKU0U,97.0,0.0,Deny
V67O6LJVSF,1507.0,0.0,Deny
DZZEK0EWHE,40.0,40.0,Approve in Full
INRHVFR6FO,9708.0,0.0,Deny
CJ79TAZ9FM,3090.0,155.0,Settle
XJLGS02MZ5,90.0,0.0,Deny
PM8YMXAJ75,20.0,0.0,Deny
9J6T4TIF3R,325.0,0.0,Deny
7PG3W82AUG,1150.0,0.0,Deny
EVTIEW4Y6F,450.0,0.0,Deny
66B73JG54Y,629.96,0.0,Deny
EG22E9Y7NY,80.0,0.0,Deny
MZOAMT17M3,11.5,11.5,Approve in Full
ZS5P1NG6OB,30.0,30.0,Approve in Full
N95T5IRVP1,500.0,0.0,Deny
15ED9GBZD1,865.17,0.0,Deny
EF3YT3OG32,199.99,0.0,Deny
CZCAIZEK01,399.99,0.0,Deny
TH66W89T5L,310.0,294.25,Settle
6QROX5CQJ2,85.99,85.99,Approve in Full
P7A2CT0ZEA,360.0,30.0,Settle
DLUYVV1OLS,128.03,50.0,Settle
ZJBVLBGISY,6783.63,6783.63,Approve in Full
FP8RC3Q1XW,87.09,0.0,Deny
POTOURTMC4,558.49,0.0,Deny
SR764JIDK1,129.95,129.95,Approve in Full
VD2U73RXNV,399.99,224.02,Settle
DPMHWYXYVD,473.27,0.0,Deny
DW6PR39OUW,298.56,298.56,Approve in Full
RKYHXE1WRI,12.39,0.0,Deny
2J3YTJE8PX,227.22,64.05,Settle
G4K3CA4MP8,67.44,0.0,Deny
Y8S8AA1PPX,376.0,0.0,Deny
PBG4OIHP0D,39.44,39.44,Approve in Full
ENE3SNCLYC,324.0,0.0,Deny
UDQRQ2GK9D,200.0,0.0,Deny
DJHJQH8BV8,400.0,400.0,Approve in Full
IXGB9AG3IS,960.0,0.0,Deny
75XSUVKIT6,7.49,7.49,Approve in Full
R84D6YVRD0,500.0,0.0,Deny
JGX8S9G2FP,517.0,194.22,Settle
A3SH3OYC7Z,130.0,0.0,Deny
Z61PCGDJS2,136.8,0.0,Deny
WL9TYTDA73,61.36,30.68,Settle
GEHLGDW96C,35.0,35.0,Approve in Full
FQA6UQ4Q2B,200.0,0.0,Deny
5B3S99649F,855.97,0.0,Deny
T24SK7JRVY,1200.0,0.0,Deny
5F4HEPDKST,50.0,0.0,Deny
K7GDW4BSJT,450.0,260.44,Settle
JP34W1HJ1X,513.0,0.0,Deny
89AV7MOZOF,52.0,0.0,Deny
CHQL2LYOHO,750.0,0.0,Deny
YDLN8OLS3U,538.72,268.13,Settle
D48T81VGE4,1099.99,0.0,Deny
RSC60E16I3,162.38,0.0,Deny
0UOTY25XR4,245.0,245.0,Approve in Full
NY4VEAKUF8,926.1,703.0,Settle
2K0IWG0TUK,3045.0,0.0,Deny
PS9V3KW03V,359.27,0.0,Deny
QFKW1MYNX0,172.66,0.0,Deny
SB1E5X4MQ1,2618.54,683.81,Settle
Z71MXV75BX,12.0,12.0,Approve in Full
FQGMF6EBXT,45.0,45.0,Approve in Full
25OJD00TIV,35.0,35.0,Approve in Full
D627DM60OK,205.0,0.0,Deny
XU6G3ETHZN,70.0,0.0,Deny
LMJPGFKATS,120.0,60.0,Settle
594S9E8XG8,450.0,71.74,Settle
IGASBXTVC6,6.03,6.03,Approve in Full
UBV34WKLJ3,59.98,30.0,Settle
3D6Z3EA86P,17.21,17.21,Approve in Full
8ZFYHKPCY1,616.0,0.0,Deny
SEHAEE72AG,131.76,0.0,Deny
W6Q2AROB8A,200.0,0.0,Deny
FP0RQ2RLU5,150.0,75.0,Settle
13EDFRQ5TS,2800.0,0.0,Deny
WA0GAVHBAZ,45.0,22.5,Settle
N0JDHLXBR5,299.97,0.0,Deny
N6M0RXWPMF,14.5,0.0,Deny
I9V99EC2OQ,7.99,0.0,Deny
5JK0QX1LZP,350.0,215.44,Settle
4OFBAOKVOF,150.0,0.0,Deny
T2QPDLDC4E,238.0,0.0,Deny
7U1WROIKVY,1500.0,0.0,Deny
R79BYXG050,166.79,166.79,Approve in Full
H7TRUU5X00,200.0,0.0,Deny
VZBCRQTVEV,219.9,0.0,Deny
HY9LAWGL0V,32.0,32.0,Approve in Full
BPA6WAI7FT,34.64,34.64,Approve in Full
9QPUJ06A2V,60.0,0.0,Deny
JXPXK731KT,3.3,0.0,Deny
0FK2DWXIH4,9.18,0.0,Deny
SGUKKJDOJ4,335.0,138.75,Settle
SQKVWHFR3D,90.39,0.0,Deny
2MVSPT6BPD,200.0,100.0,Settle
CVT478QHH2,355.55,177.78,Settle
HMWVEFK3YG,79.98,0.0,Deny
LPY9Z1U7LV,864.96,432.48,Settle
G9YOQD8S8A,21.88,0.0,Deny
IHCF6YXOM8,1700.0,0.0,Deny
705KA476X3,8.4,0.0,Deny
RBEL3Y99XV,10.54,0.0,Deny
C87IXC9NQC,225.0,0.0,Deny
EOX6X0B4VT,3011.6,0.0,Deny
TQX5GNA7WN,245.0,0.0,Deny
JIRE6W55I9,1644.92,0.0,Deny
O9KP7N3LXU,8195.0,0.0,Deny
F4TNH9YWJD,1500.0,0.0,Deny
7VWXHY4DA6,304.03,0.0,Deny
LZMO4BKJMU,1180.95,0.0,Deny
244D4AWKHT,60.58,0.0,Deny
T7LA5ZJZ72,1500.0,0.0,Deny
WH6OOOTI2I,50.0,25.0,Settle
W5J1K3ZIVX,75.55,75.55,Approve in Full
YAA1PGJ3JE,81.0,81.0,Approve in Full
N3LMQRTFGR,1000.0,0.0,Deny
O44AHEHV2M,112.0,0.0,Deny
TX827AYH44,120.52,0.0,Deny
MXHLHM6XTP,485.09,356.34,Settle
EYU4Z5D2ZG,200.0,200.0,Approve in Full
J6HXCYFUDT,28.63,0.0,Deny
NKU0WW1G2P,300.0,150.0,Settle
LZAEP7ERHZ,32.27,0.0,Deny
36UPFNZC6G,9.44,9.44,Approve in Full
T60N3YMXPE,30.0,30.0,Approve in Full
5YD4TXBE2W,50.0,0.0,Deny
NAVR7K1FVX,85.0,42.5,Settle
KE6Y368JQ0,107.36,107.36,Approve in Full
MWZX22UGJ2,361.19,0.0,Deny
Y7RQS3XA1K,60.06,60.06,Approve in Full
OU9WIA99KA,21.65,21.65,Approve in Full
RQMFBYCMWL,65.0,65.0,Approve in Full
6P89UUJPL3,1524.66,882.4,Settle
ZM2EBH3XA3,2000.0,0.0,Deny
R3P05BL5ZL,400.0,0.0,Deny
YRT52G5NZ9,1296.58,1296.58,Approve in Full
EJZ5ADPZXH,539.88,477.85,Settle
EBBIOUIEKN,41.3,41.3,Approve in Full
X12C2LXWUX,288.0,288.0,Approve in Full
57CBBS1A8D,54.8,54.8,Approve in Full
S9Z128UBHM,6500.0,0.0,Deny
19PHW61K2B,65.0,0.0,Deny
8IY4JWPR2J,8.06,8.06,Approve in Full
7BUTIKNJL1,89.99,89.99,Approve in Full
